,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
13528,48.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,True,True,1871
21795,20.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,12.0,United-States,False,False,1872
21201,26.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,52.0,United-States,True,False,1873
20126,37.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,1874
16283,31.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,1875
4268,36.0,Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,False,False,1876
28822,32.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1877
5846,33.0,Private,9.0,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0.0,0.0,36.0,United-States,False,False,1878
8786,57.0,Self-emp-not-inc,9.0,Widowed,Craft-repair,Not-in-family,White,Female,0.0,0.0,38.0,United-States,False,False,1879
19564,43.0,Local-gov,9.0,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,False,False,1880
4032,40.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,1881
19218,28.0,Private,10.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,54.0,United-States,False,False,1882
9085,32.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1883
18327,26.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1884
29630,31.0,Private,6.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1885
10888,25.0,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,El-Salvador,False,False,1886
14894,50.0,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,True,False,1887
29148,78.0,Private,9.0,Widowed,Sales,Unmarried,White,Female,2329.0,0.0,12.0,United-States,False,False,1888
927,51.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,1889
4068,25.0,Private,12.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,1890
15958,24.0,Self-emp-not-inc,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,False,False,1891
25462,51.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,1892
4425,29.0,Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Canada,False,False,1893
8420,26.0,Private,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,False,False,1894
32523,30.0,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,United-States,False,False,1895
19905,41.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,1896
1288,37.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,False,False,1897
13874,37.0,Private,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,True,False,1898
29947,38.0,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,54.0,Mexico,False,False,1899
19888,21.0,Private,6.0,Separated,Sales,Unmarried,Black,Female,0.0,0.0,38.0,United-States,False,False,1900
10962,21.0,Private,10.0,Never-married,Protective-serv,Not-in-family,Black,Female,99999.0,0.0,40.0,United-States,True,True,1901
31743,38.0,Local-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,True,True,1902
30041,21.0,State-gov,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,1903
25985,53.0,Local-gov,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,38.0,United-States,False,False,1904
3137,51.0,Private,6.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,40.0,United-States,True,False,1905
22795,25.0,?,9.0,Married-spouse-absent,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1906
5856,35.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,40.0,United-States,False,True,1907
16389,38.0,Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1908
3514,39.0,Private,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,False,False,1909
6383,46.0,Self-emp-inc,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,50.0,United-States,True,True,1910
8464,30.0,Private,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,1911
2506,19.0,?,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,1912
3548,38.0,Self-emp-not-inc,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,42.0,United-States,False,False,1913
25600,51.0,Local-gov,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,1914
20019,61.0,Private,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1915
4079,39.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,4064.0,0.0,38.0,United-States,False,False,1916
5430,46.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,False,False,1917
19939,22.0,Private,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1918
30200,36.0,Private,9.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,2.0,Taiwan,False,False,1919
10826,25.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1920
20861,55.0,Self-emp-not-inc,9.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1921
5523,39.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,1922
22355,29.0,Local-gov,9.0,Never-married,Protective-serv,Unmarried,White,Male,0.0,0.0,45.0,United-States,False,False,1923
4656,37.0,Local-gov,12.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,99999.0,0.0,40.0,?,True,True,1924
10362,45.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,True,False,1925
21179,23.0,?,6.0,Never-married,?,Own-child,Black,Female,0.0,0.0,40.0,United-States,False,False,1926
21417,18.0,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,10.0,United-States,False,False,1927
14719,42.0,State-gov,15.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,1928
28207,78.0,Private,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1797.0,0.0,15.0,United-States,False,False,1929
10561,24.0,Private,8.0,Never-married,Farming-fishing,Own-child,Black,Male,0.0,0.0,40.0,United-States,False,False,1930
28350,23.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States,False,False,1931
20874,37.0,Private,10.0,Divorced,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,1932
32462,48.0,Self-emp-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,50.0,United-States,True,True,1933
22585,53.0,Federal-gov,9.0,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,1934
1873,32.0,State-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,37.0,United-States,False,False,1935
2256,42.0,Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,1936
22228,56.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,1937
23216,61.0,Private,8.0,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,Italy,False,False,1938
22673,18.0,Private,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States,False,False,1939
23724,31.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,False,False,1940
177,34.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,1941
27905,36.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,Canada,False,False,1942
7818,25.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,1943
18392,19.0,Self-emp-inc,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,60.0,United-States,False,False,1944
11493,37.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1945
21679,28.0,Private,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,1946
18387,51.0,Local-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,1947
26774,37.0,Private,2.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,48.0,El-Salvador,False,False,1948
7277,37.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1949
30558,61.0,?,2.0,Married-civ-spouse,?,Husband,White,Male,3942.0,0.0,20.0,Mexico,False,False,1950
30741,62.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1951
31800,29.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411.0,0.0,70.0,Mexico,False,True,1952
24663,57.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,1953
31363,27.0,Self-emp-not-inc,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,False,False,1954
22181,27.0,Private,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,Cuba,True,False,1955
25532,43.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,True,False,1956
15144,26.0,Private,11.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,1957
21437,19.0,?,7.0,Never-married,?,Own-child,Black,Male,0.0,0.0,25.0,United-States,False,False,1958
20776,22.0,?,10.0,Married-spouse-absent,?,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,1959
432,40.0,Self-emp-not-inc,13.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174.0,0.0,40.0,United-States,False,False,1960
24526,50.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,1961
8639,31.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Germany,False,False,1962
31745,57.0,Federal-gov,15.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,55.0,United-States,True,True,1963
29173,61.0,Self-emp-not-inc,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,True,False,1964
8400,26.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,13550.0,0.0,50.0,United-States,True,True,1965
12973,26.0,Private,9.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0.0,0.0,80.0,?,True,False,1966
5891,19.0,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,False,False,1967
30079,36.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,35.0,United-States,True,True,1968
10881,28.0,?,9.0,Divorced,?,Own-child,White,Female,0.0,0.0,10.0,United-States,False,False,1969
12792,57.0,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1970
18216,54.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,1971
4985,29.0,Private,10.0,Never-married,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,37.0,United-States,False,False,1972
7002,35.0,State-gov,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States,False,False,1973
24787,58.0,?,9.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,30.0,United-States,False,False,1974
22672,50.0,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1975
30835,45.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,38.0,United-States,True,True,1976
20001,36.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,1977
32119,46.0,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,1978
5724,21.0,Private,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,False,False,1979
24168,49.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,1980
16231,45.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,?,False,True,1981
5237,21.0,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,False,False,1982
11287,24.0,State-gov,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,20.0,United-States,False,False,1983
18916,31.0,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,1984
12157,33.0,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,True,True,1985
10269,40.0,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1977.0,60.0,United-States,True,True,1986
28821,50.0,Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,4650.0,0.0,22.0,United-States,False,False,1987
5069,33.0,Private,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,True,False,1988
20755,19.0,Private,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,35.0,United-States,False,False,1989
9582,48.0,?,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,80.0,United-States,True,True,1990
5311,36.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,True,False,1991
28501,52.0,Private,4.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,1992
18849,41.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,1993
17011,27.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,1994
12455,56.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,5013.0,0.0,45.0,United-States,False,False,1995
19361,43.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,1996
26886,48.0,State-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,True,True,1997
22150,43.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,1998
14222,56.0,Self-emp-not-inc,4.0,Divorced,Sales,Other-relative,White,Male,0.0,0.0,20.0,Mexico,False,False,1999
16888,40.0,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,50.0,United-States,False,True,2000
30808,29.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,False,False,2001
7302,19.0,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,United-States,False,False,2002
5438,37.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,2003
7608,22.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,2004
28138,33.0,?,9.0,Divorced,?,Not-in-family,Black,Male,0.0,1741.0,40.0,United-States,False,False,2005
12866,50.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2006
6340,42.0,Private,10.0,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,2007
6792,47.0,Federal-gov,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,2008
8720,25.0,Private,9.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,40.0,United-States,False,False,2009
21784,32.0,Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,2010
27126,47.0,Local-gov,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,33.0,United-States,False,False,2011
145,31.0,Private,9.0,Never-married,Transport-moving,Unmarried,Black,Female,0.0,0.0,30.0,United-States,False,False,2012
24567,46.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,True,False,2013
10531,60.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,False,False,2014
26573,22.0,Private,9.0,Never-married,Sales,Other-relative,Black,Female,0.0,0.0,37.0,United-States,False,False,2015
8235,26.0,Self-emp-not-inc,6.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,False,False,2016
10542,36.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,2017
21469,58.0,Self-emp-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,False,True,2018
26653,34.0,Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,False,False,2019
20792,26.0,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,24.0,United-States,False,False,2020
436,34.0,Local-gov,9.0,Never-married,Farming-fishing,Not-in-family,Black,Male,594.0,0.0,60.0,United-States,False,False,2021
30378,22.0,Local-gov,13.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,18.0,United-States,False,False,2022
20400,24.0,Private,9.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,48.0,United-States,False,False,2023
19443,36.0,Local-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,False,False,2024
21112,32.0,Private,10.0,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0.0,1980.0,40.0,United-States,False,True,2025
12433,41.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,2026
630,47.0,Self-emp-not-inc,10.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,2027
26467,54.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,2028
3800,54.0,Local-gov,6.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,2029
2309,64.0,State-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,False,False,2030
32535,22.0,Private,8.0,Never-married,Protective-serv,Own-child,Black,Male,0.0,0.0,35.0,United-States,False,False,2031
21210,32.0,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,2032
13035,60.0,Private,8.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2033
16877,49.0,State-gov,15.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,2034
31949,47.0,Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,False,True,2035
25406,26.0,Private,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,False,False,2036
12190,48.0,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,2037
19169,36.0,Self-emp-not-inc,13.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,48.0,?,False,False,2038
16983,32.0,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,2039
28262,28.0,Private,6.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,False,False,2040
13894,48.0,Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,2041
18300,45.0,State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,2042
20894,19.0,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,False,False,2043
29580,27.0,Private,11.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,False,False,2044
20942,44.0,Private,10.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,2045
13801,39.0,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,False,True,2046
934,37.0,Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103.0,0.0,44.0,United-States,True,False,2047
14831,48.0,Self-emp-inc,14.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,True,2048
7042,37.0,Federal-gov,10.0,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,United-States,False,False,2049
4373,35.0,Private,6.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,2050
19282,44.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,55.0,United-States,True,True,2051
12478,41.0,State-gov,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2052
19127,46.0,Private,11.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,2053
17542,37.0,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,False,False,2054
23926,59.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,2055
20093,26.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,True,True,2056
2722,19.0,Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,Mexico,False,False,2057
2992,49.0,Private,11.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,35.0,Columbia,False,False,2058
20595,54.0,?,9.0,Divorced,?,Not-in-family,White,Female,4416.0,0.0,25.0,United-States,False,False,2059
18299,26.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,2060
53,50.0,Federal-gov,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,True,False,2061
14288,51.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35.0,United-States,True,False,2062
7040,56.0,Private,7.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,2063
1314,32.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,Canada,True,False,2064
1884,27.0,Local-gov,10.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,2065
4634,41.0,Private,10.0,Married-civ-spouse,Tech-support,Husband,Black,Male,3137.0,0.0,40.0,United-States,False,True,2066
13770,40.0,Private,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,2067
20131,26.0,Private,13.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,False,False,2068
3396,50.0,State-gov,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,2069
2047,53.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,2070
3717,29.0,Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,2071
21280,36.0,Federal-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,2072
9868,36.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,True,True,2073
9229,32.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,2074
16806,45.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,40.0,United-States,True,False,2075
961,32.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,38.0,United-States,False,False,2076
24097,19.0,Private,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,2077
21307,38.0,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,True,True,2078
12631,36.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,2079
17488,52.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,8.0,United-States,False,False,2080
28797,45.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,2081
3076,32.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2082
8467,44.0,State-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,2083
3489,36.0,Private,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,2084
8032,39.0,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2085
20309,58.0,Federal-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,True,True,2086
22548,43.0,Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2087
11218,29.0,State-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,2088
5676,19.0,Private,6.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,30.0,United-States,False,False,2089
