,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
14706,1.7168337,4,-0.42005304,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1357
15794,-1.0690018,4,-0.03135939,2,1,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1358
16394,0.030670146,2,1.1347215,5,10,0,2,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,1359
15249,0.17729306,4,-0.42005304,4,12,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1360
26749,1.8634566,4,1.5234151,4,10,2,4,0,-0.14591824,-0.21665621,-2.6270614,39,False,False,1361
8934,-1.0690018,4,-0.03135939,4,14,0,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1362
10616,0.91040766,7,0.35733426,0,13,0,4,1,-0.14591824,5.8484592,-0.11641729,39,True,True,1363
13261,-1.2156247,6,-0.42005304,4,5,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1364
12928,-0.8490674,2,-0.42005304,0,11,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1365
5836,0.17729306,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,-0.1974058,39,True,True,1366
18704,-0.8490674,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,1.179399,39,False,True,1367
17379,-1.0690018,4,-0.03135939,2,12,4,0,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1368
28787,-1.5088705,4,-0.03135939,4,1,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1369
30017,0.54385036,4,-0.03135939,0,1,1,2,0,-0.14591824,-0.21665621,-0.44037136,38,False,False,1370
12185,-0.33588716,6,1.1347215,0,10,1,4,0,-0.14591824,-0.21665621,0.77445644,39,False,False,1371
27522,-1.2889361,0,-0.03135939,4,0,3,4,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,1372
11513,0.6171618,4,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,1373
5618,-1.1423132,4,-0.42005304,4,4,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,1374
31496,0.76378477,5,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,1375
3044,-0.9956903,4,-0.42005304,4,6,2,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1376
7532,0.030670146,2,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,1377
16776,1.130342,4,-0.42005304,6,8,0,4,0,-0.14591824,-0.21665621,-2.0601418,39,False,False,1378
6607,-0.042641316,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,True,1379
3591,-1.435559,4,1.1347215,4,10,3,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,1380
474,2.083391,4,0.35733426,0,8,0,4,0,-0.14591824,-0.21665621,-1.3312451,39,False,False,1381
14534,-1.2889361,0,-0.42005304,4,0,1,2,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,1382
22766,1.936768,4,-1.1974403,0,7,2,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1383
7069,0.54385036,4,-0.42005304,0,14,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1384
10442,-1.3622476,4,-2.752215,4,8,2,4,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,1385
27127,-0.70244443,4,0.35733426,4,3,2,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1386
27317,2.3033254,0,2.3008025,2,0,4,4,1,-0.14591824,-0.21665621,-1.6551992,39,True,True,1387
31379,2.083391,5,-1.586134,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1388
12766,-1.2156247,4,-0.03135939,4,12,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1389
6421,-0.629133,4,1.9121088,2,10,4,2,1,-0.14591824,4.101388,-0.03542877,14,False,True,1390
11565,0.323916,5,0.7460279,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,True,1391
32243,-0.4091986,4,-0.42005304,4,7,0,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,1392
4712,-1.3622476,4,-0.03135939,4,1,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,1393
29303,0.69047326,4,-0.03135939,2,4,4,4,1,-0.14591824,-0.21665621,1.9892842,39,True,True,1394
28039,-0.70244443,4,0.7460279,2,13,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,True,1395
10521,-0.18926424,5,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,1.3413761,39,False,False,1396
7636,0.76378477,4,-0.03135939,0,1,0,1,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1397
15558,0.10398161,4,1.1347215,2,10,4,4,1,-0.14591824,4.4661884,-0.03542877,39,True,True,1398
17685,0.54385036,2,1.5234151,2,4,4,4,1,-0.14591824,4.5034127,0.3695138,39,True,True,1399
29788,-0.33588716,4,0.7460279,2,3,4,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,1400
1791,0.323916,4,0.7460279,0,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1401
5348,-1.1423132,4,1.1347215,4,8,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1402
15460,-0.115952775,4,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,4.7428937,39,True,True,1403
7660,1.8634566,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1404
13473,-0.33588716,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1405
8912,1.3502764,4,1.1347215,2,12,4,4,1,-0.14591824,4.5034127,-0.03542877,39,True,True,1406
11894,0.39722744,4,-0.03135939,4,8,0,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1407
11478,2.5232596,2,-2.752215,2,11,4,4,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,1408
28485,-0.629133,4,-0.42005304,4,3,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1409
14347,0.17729306,2,1.1347215,4,10,0,4,0,-0.14591824,-0.21665621,2.3942268,39,False,False,1410
11221,-0.115952775,2,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,0,False,False,1411
19134,-1.5821819,0,-1.586134,4,0,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1412
1107,-0.70244443,4,-0.42005304,4,6,3,4,1,-0.14591824,-0.21665621,-1.2502565,39,False,False,1413
27164,0.8370962,4,-2.363521,2,14,4,4,1,-0.14591824,3.701845,1.9892842,2,False,False,1414
3158,1.4968994,2,-0.42005304,6,3,0,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1415
19019,-0.7757559,4,-0.42005304,4,4,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1416
9579,0.323916,4,1.5234151,0,8,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1417
2525,0.323916,4,0.35733426,0,7,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1418
8449,2.0100796,4,-0.42005304,0,7,0,4,1,-0.14591824,-0.21665621,-2.4650843,39,False,False,1419
23447,-1.1423132,4,-0.03135939,4,6,3,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1420
14810,0.10398161,2,0.35733426,4,4,1,0,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1421
2986,1.8634566,2,-1.1974403,2,3,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1422
13112,1.5702108,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,1423
16679,-1.3622476,0,-0.03135939,4,0,3,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,1424
26280,-0.042641316,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,1425
31250,-0.55582154,4,1.1347215,2,1,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,True,False,1426
19539,-1.2889361,2,-0.80874664,4,6,1,2,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,1427
1869,-0.48251006,6,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,1428
23586,0.4705389,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1429
6349,0.8370962,2,1.5234151,2,10,4,4,1,0.842262,-0.21665621,-0.03542877,39,True,True,1430
12231,-0.042641316,4,-0.03135939,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1431
30250,1.8634566,4,-0.42005304,6,1,1,4,0,-0.14591824,-0.21665621,-2.6270614,39,False,False,1432
22472,-0.9956903,4,1.1347215,4,10,3,2,0,-0.14591824,-0.21665621,1.179399,39,False,False,1433
1373,0.54385036,5,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,0.93643343,39,False,True,1434
30373,-0.18926424,4,-0.42005304,2,3,4,4,1,-0.14591824,4.5034127,0.6124794,39,True,False,1435
833,2.5232596,6,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1436
32339,0.76378477,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1437
17563,2.3766367,4,1.1347215,4,3,0,4,1,1.4353328,-0.21665621,0.3695138,39,True,True,1438
13547,1.130342,2,1.5234151,2,10,4,4,1,-0.14591824,4.6895356,-0.03542877,39,True,True,1439
1311,-0.7757559,4,1.1347215,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1440
25659,0.9837191,6,-0.03135939,6,3,0,2,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1441
27690,-0.18926424,4,-0.42005304,3,8,1,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,1442
4301,-0.9956903,4,-0.42005304,4,5,1,4,1,-0.14591824,-0.21665621,-0.84531397,0,False,False,1443
18743,0.69047326,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1444
28312,-0.55582154,4,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1445
26607,-1.1423132,4,1.1347215,2,1,2,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1446
22574,1.4968994,4,0.7460279,6,4,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,True,False,1447
23568,0.17729306,4,-0.03135939,0,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1448
2782,-0.55582154,4,-0.42005304,4,12,3,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1449
14919,-1.0690018,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,1.179399,9,True,True,1450
29997,1.6435223,2,-0.03135939,2,1,4,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1451
25798,-1.2156247,4,-0.03135939,4,12,3,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,1452
1555,0.39722744,4,-0.80874664,0,14,1,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1453
31545,-0.4091986,1,1.1347215,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1454
24427,1.7901452,2,-0.42005304,2,1,5,4,0,-0.14591824,-0.21665621,-0.44037136,39,True,False,1455
1101,0.4705389,5,1.1347215,2,7,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,1456
13989,2.743194,4,-0.42005304,6,8,0,4,1,-0.14591824,-0.21665621,-1.8981646,39,False,False,1457
7355,-0.115952775,5,-0.03135939,2,14,4,4,1,-0.14591824,-0.21665621,1.179399,39,True,False,1458
22277,-0.2625757,6,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1459
25179,-1.0690018,4,-2.363521,4,12,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1460
4603,0.69047326,4,-0.03135939,2,3,4,4,1,0.8950697,-0.21665621,-0.03542877,39,True,True,1461
15673,-0.8490674,4,1.1347215,4,13,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1462
28103,0.9837191,6,-0.80874664,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,1463
10053,0.323916,6,-1.1974403,2,3,4,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,1464
31049,-0.8490674,4,-0.03135939,4,6,0,4,1,-0.14591824,-0.21665621,0.6124794,39,False,False,1465
32421,-0.55582154,4,-0.42005304,2,8,5,2,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,1466
12882,0.54385036,4,1.5234151,2,4,4,4,1,-0.14591824,4.6895356,0.3695138,39,True,True,1467
29760,1.4235879,2,-0.42005304,2,11,4,4,1,0.3832416,-0.21665621,-0.03542877,39,False,False,1468
31683,-1.5088705,4,-1.1974403,4,8,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,1469
19597,-1.435559,4,-0.42005304,4,3,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1470
16749,-0.9956903,4,-0.42005304,4,1,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1471
9505,0.10398161,2,-0.03135939,0,14,1,4,1,0.78146553,-0.21665621,-0.03542877,39,False,False,1472
18157,1.936768,4,-0.03135939,2,5,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1473
22996,-0.8490674,4,1.5234151,4,4,0,4,1,-0.14591824,-0.21665621,-0.2783943,39,False,False,1474
28484,-0.55582154,4,-0.03135939,4,12,0,1,0,-0.14591824,-0.21665621,0.77445644,39,False,False,1475
25755,-1.5821819,0,-1.1974403,4,0,3,4,1,-0.14591824,-0.21665621,-2.4650843,39,False,False,1476
29211,1.0570306,2,1.1347215,0,1,1,4,0,-0.14591824,-0.21665621,-0.1974058,6,False,False,1477
26883,-0.18926424,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1478
9567,1.936768,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1479
27505,-0.92237884,4,-2.752215,2,6,4,3,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,1480
32075,-0.8490674,0,1.5234151,4,0,0,3,0,-0.14591824,-0.21665621,-0.03542877,24,False,False,1481
6499,-0.115952775,4,1.1347215,2,3,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,False,1482
9680,-0.70244443,4,1.1347215,4,13,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1483
2961,2.1567025,0,-2.363521,6,0,0,2,1,-0.14591824,-0.21665621,-2.4650843,39,False,False,1484
25670,-0.70244443,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1485
31520,-0.042641316,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,1486
15318,-0.042641316,4,1.1347215,2,4,4,4,1,0.8950697,-0.21665621,1.179399,39,True,True,1487
23058,0.323916,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,True,1488
10190,0.10398161,4,-2.363521,2,12,4,4,1,0.40436465,-0.21665621,-0.03542877,39,False,False,1489
1396,1.130342,4,-0.42005304,2,14,4,2,1,0.5328633,-0.21665621,-0.03542877,39,False,False,1490
18371,-0.70244443,2,0.35733426,0,11,1,4,1,-0.14591824,-0.21665621,1.2603875,39,False,False,1491
6097,1.4968994,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1492
31420,0.39722744,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.12654826,39,True,True,1493
31212,0.6171618,6,0.7460279,2,3,4,4,1,-0.14591824,3.932637,1.9892842,39,False,True,1494
24556,0.17729306,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,1495
11389,-0.115952775,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,13,False,False,1496
26493,0.91040766,4,-0.03135939,2,1,4,4,1,0.842262,-0.21665621,-0.03542877,39,True,True,1497
1583,0.030670146,4,-0.42005304,0,1,0,4,1,1.2785347,-0.21665621,-0.03542877,39,True,True,1498
19609,-0.48251006,4,-0.03135939,4,7,2,4,0,-0.14591824,5.2553487,-0.03542877,15,False,False,1499
18906,0.323916,7,1.1347215,2,10,4,1,1,1.8883954,-0.21665621,-0.03542877,0,True,True,1500
27552,-1.2156247,4,0.35733426,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1501
20055,0.8370962,4,-0.42005304,2,10,4,4,1,13.394372,-0.21665621,-0.03542877,39,True,True,1502
12769,0.39722744,2,1.5234151,2,10,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,True,1503
29652,1.2769649,4,-0.42005304,5,3,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1504
3363,-0.18926424,4,-0.03135939,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1505
20490,0.9837191,2,1.5234151,0,4,0,4,0,0.50226194,-0.21665621,1.5843416,39,True,True,1506
2404,1.130342,4,-0.03135939,2,12,4,4,1,0.27884492,-0.21665621,0.77445644,39,False,True,1507
19275,1.8634566,4,-1.1974403,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1508
13716,-0.70244443,2,1.5234151,4,10,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,1509
16893,1.130342,2,-1.9748275,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1510
17558,-0.48251006,4,-0.03135939,2,1,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1511
27469,-1.435559,4,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1512
3508,-0.115952775,4,-0.03135939,2,14,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1513
23118,-1.2889361,7,-0.03135939,4,12,3,2,0,-0.14591824,3.7589226,-2.3031073,39,False,False,1514
22850,-0.7757559,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,1515
2140,1.130342,2,1.5234151,6,10,1,4,0,-0.14591824,-0.21665621,-0.1974058,39,False,False,1516
2199,0.39722744,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1517
30307,-1.2889361,4,-0.03135939,4,12,3,4,0,-0.14591824,3.7589226,-1.4932221,39,False,False,1518
25696,-0.55582154,4,-0.03135939,0,1,1,2,0,-0.14591824,-0.21665621,-0.03542877,24,False,False,1519
20512,0.39722744,4,1.1347215,2,10,4,4,1,-0.14591824,4.5034127,0.77445644,39,True,True,1520
24686,-1.5821819,0,-1.586134,4,0,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,1521
16320,0.54385036,4,-0.03135939,2,12,4,4,1,-0.14591824,4.4661884,-0.03542877,39,True,True,1522
24409,2.5232596,5,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,1523
11128,0.6171618,2,1.5234151,2,4,4,2,1,-0.14591824,4.6895356,0.77445644,39,True,True,1524
10583,0.323916,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,1525
4073,-0.4091986,4,1.1347215,0,10,1,4,0,-0.022158746,-0.21665621,-0.03542877,11,False,False,1526
25293,0.10398161,4,-0.03135939,0,4,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1527
16041,-1.1423132,4,-0.03135939,4,1,3,2,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,1528
26611,0.4705389,2,1.5234151,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1529
22813,-0.55582154,1,0.7460279,4,1,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1530
4820,-1.0690018,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1531
6639,0.323916,5,1.9121088,2,10,4,4,1,-0.14591824,4.6895356,-0.03542877,39,True,True,1532
18404,-1.435559,4,-0.42005304,4,8,3,4,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,1533
5710,0.17729306,4,-0.03135939,2,1,4,4,1,-0.14591824,-0.21665621,0.45050234,39,True,False,1534
24154,0.54385036,4,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,19,True,True,1535
14080,-0.4091986,4,-0.42005304,2,13,5,2,0,-0.14591824,-0.21665621,-0.1974058,39,False,False,1536
26018,-1.1423132,4,-0.03135939,4,8,3,1,0,-0.14591824,-0.21665621,-1.4122336,39,False,False,1537
17104,-1.3622476,4,-0.03135939,4,8,3,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,1538
32435,-0.9956903,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1539
8151,0.4705389,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,1540
18362,-1.2156247,0,-0.03135939,4,0,0,4,1,-0.14591824,-0.21665621,-2.0601418,39,False,False,1541
32127,0.8370962,4,-1.1974403,0,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1542
16288,-0.33588716,2,1.1347215,2,10,4,4,1,-0.14591824,4.8731766,-0.03542877,39,False,True,1543
32068,-1.2889361,4,-0.80874664,4,5,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1544
22725,-1.1423132,4,-0.42005304,4,1,3,4,0,-0.14591824,-0.21665621,-1.9791532,39,False,False,1545
8649,-0.55582154,4,-0.42005304,3,9,2,2,0,-0.14591824,-0.21665621,1.5843416,23,False,False,1546
19680,-0.7757559,4,-2.363521,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1547
181,0.323916,4,-0.03135939,0,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1548
22513,0.69047326,4,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,False,1549
20742,1.6435223,6,1.1347215,2,14,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,True,1550
4401,0.69047326,2,-0.03135939,2,4,5,4,0,0.555205,-0.21665621,-0.03542877,39,True,True,1551
2772,-1.3622476,4,-0.03135939,4,8,3,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,1552
16293,-1.5088705,4,-0.80874664,4,1,0,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,1553
3464,-0.55582154,4,1.1347215,2,1,4,4,1,0.842262,-0.21665621,0.77445644,39,True,True,1554
8525,0.8370962,6,0.35733426,2,12,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,1555
24849,0.4705389,1,-0.03135939,4,1,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1556
23301,0.4705389,4,1.1347215,0,12,0,4,1,-0.14591824,-0.21665621,1.5843416,39,True,False,1557
8915,0.17729306,4,-0.42005304,5,1,1,2,0,-0.14591824,-0.21665621,-0.03542877,0,False,False,1558
22210,1.130342,7,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,33,True,True,1559
3404,0.17729306,4,-2.752215,2,1,4,4,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,1560
18416,-1.0690018,4,-0.03135939,4,5,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1561
2121,-1.3622476,4,-0.42005304,4,7,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1562
16718,-1.3622476,4,-0.03135939,4,6,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1563
8166,1.5702108,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1564
2771,0.17729306,4,1.1347215,0,4,0,4,0,-0.14591824,-0.21665621,1.179399,39,False,False,1565
14063,-0.18926424,4,1.1347215,2,13,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,True,1566
17229,0.17729306,6,-0.03135939,0,3,0,4,1,-0.14591824,4.7490945,0.77445644,39,False,True,1567
20065,-0.4091986,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1568
18348,-0.33588716,4,-1.586134,5,8,1,4,0,-0.14591824,-0.21665621,-0.35938284,39,False,False,1569
6416,2.5965712,4,-0.42005304,6,1,0,4,0,1.9976666,-0.21665621,-0.03542877,39,True,True,1570
11305,-0.92237884,4,1.1347215,4,6,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1571
11308,1.2036535,2,1.9121088,0,10,0,4,0,-0.14591824,-0.21665621,-0.11641729,39,False,False,1572
30403,1.2769649,4,-0.42005304,2,12,5,4,0,-0.14591824,-0.21665621,-2.9510155,39,False,False,1573
17102,1.6435223,2,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,0.12654826,39,False,True,1574
16461,1.4235879,4,-0.03135939,2,10,4,4,1,-0.14591824,-0.21665621,0.12654826,39,False,False,1575
1773,-1.5821819,0,-1.586134,4,0,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,1576
7841,-0.7757559,4,-0.42005304,4,4,0,4,0,-0.14591824,-0.21665621,0.77445644,39,False,False,1577
31510,0.2506045,4,1.1347215,2,13,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,1578
27108,0.030670146,4,1.5234151,4,10,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1579
18090,-1.0690018,4,-0.42005304,4,12,0,4,1,-0.14591824,-0.21665621,-0.1974058,39,False,False,1580
3870,-1.0690018,4,-1.586134,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1581
16156,0.8370962,6,-0.03135939,0,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1582
9988,0.323916,4,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,True,1583
12264,-1.435559,4,-0.03135939,4,8,3,4,0,-0.14591824,-0.21665621,-1.9791532,39,False,False,1584
11768,-0.2625757,0,-0.42005304,4,0,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1585
15048,-1.3622476,4,-0.03135939,4,12,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1586
18501,1.7168337,4,-0.42005304,6,12,0,4,0,-0.14591824,-0.21665621,-0.6833369,39,False,False,1587
15569,-0.70244443,4,-0.42005304,3,13,3,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1588
13494,-0.2625757,1,-0.03135939,4,8,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1589
19618,0.10398161,2,1.5234151,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1590
30735,0.2506045,4,1.1347215,2,1,5,1,0,-0.14591824,4.4661884,-0.03542877,30,True,True,1591
15258,0.6171618,4,-0.03135939,2,3,4,4,1,-0.14591824,3.4685712,0.53149086,39,False,False,1592
7742,1.2769649,4,-1.9748275,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,1593
7118,0.54385036,4,0.35733426,4,14,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,1594
21355,-1.1423132,4,-0.42005304,4,1,3,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,1595
2905,1.0570306,4,-1.1974403,0,8,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1596
11810,-0.4091986,4,-0.42005304,4,3,0,4,1,-0.14591824,2.4932888,-0.03542877,39,False,False,1597
1010,0.91040766,4,-0.42005304,0,7,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,1598
